,0
0,0.002974518488318627
1,0.021705140085881994
2,0.0067152831487026655
3,0.02184998760683856
4,0.029983479368218362
5,0.005493014916738323
6,0.006781958513940114
7,0.001994616643025643
8,0.006306289502804334
9,0.006712817935087867
10,0.00012872346236060824
11,0.043474271088625824
12,0.0009257243817654009
13,0.018594281568731684
14,0.0003865518125155687
15,0.011090623624426294
16,0.002355355063764471
17,0.0021526491340480526
18,0.00029662978329329386
19,0.04032675125864318
20,0.005866522325008381
21,0.0395325442858184
22,0.006062971382838915
23,0.014900803922785864
24,0.021396264617515346
25,0.013424355832144925
26,0.008852238378996093
27,0.042096572155430036
28,0.0004992281416647782
29,0.0022530195318096577
30,0.00023555215994202418
31,0.0005637266683986176
32,0.05046714100910692
33,0.04593656218385694
34,0.008188190457244695
35,0.0014155082780631923
36,0.011452783461088408
37,0.004735687908702035
38,0.0001525214189061609
39,0.00027259519642762453
40,0.0029943696932910177
41,0.0063589482871190765
42,0.02117486769461824
43,0.0009496172010732459
44,0.026382326597551832
45,0.00020601326190876893
46,0.005987967795003331
47,0.0012110173223256278
48,0.03580389095576716
49,0.003238289958679548
50,0.003804150146222586
51,5.507008185945555e-05
52,0.014766479223756308
53,0.12515765619401226
54,0.008302138839446685
55,0.04994676039009064
56,0.010456395379845253
57,0.021472909046053743
58,0.007922903549603042
59,0.0007208265545912051
60,0.006686267518209374
61,0.01820385363014343
62,0.047847041290033865
63,0.004584161611099238
64,0.004467411751013639
65,0.0002522729588012255
66,0.01872388445553466
67,0.07986403301826737
68,0.018972137537764354
69,0.0028292560368012097
70,0.01039287557751917
71,0.006165487081717634
72,0.02132551501454549
73,0.002366745610669087
74,0.0033670999344094076
75,0.0036104907674976597
76,0.006087170783093427
77,0.0006703812114227174
78,0.030851810381127297
79,0.08203125885503365
80,0.013475418922126068
81,0.0226138275520763
82,0.10645380898002908
83,0.012277048826269652
84,0.00838015949804085
85,0.004378692910915499
86,0.007143704084340491
87,0.0016531685856745536
88,0.01613782884024386
89,0.0028251390961257145
90,0.004492680306842706
91,0.022142076185220055
92,0.013326051106472865
93,0.005964034079456939
94,0.0019306297182006974
95,0.02617865602654763
96,0.03180100705433822
97,0.02390204775682024
98,0.07004835548419923
99,0.007953836622665411
100,0.015623639586866642
101,0.0017515603034691824
102,0.012757842026011759
103,0.25594256102342366
104,0.0030216401924088045
105,0.026800573766218597
106,0.07336933902873011
107,0.036944835322930254
108,0.009287191099828845
109,0.004036524293582954
110,0.0020811274020897134
111,0.020761026346805597
112,0.0033452342267149995
113,0.03420595660215686
114,0.05891918830993249
115,0.023354064600540295
116,0.013513247956193486
117,0.005688975075690332
118,0.03108675138644223
119,0.020492732826733626
120,0.002107277084009891
121,0.047104239241759355
122,0.0005571054751916385
123,0.26589492891735245
124,0.014649703985359154
125,0.004663983409564047
126,0.001769766519008907
127,0.0025133842762093267
128,0.0014000096975453175
129,0.04156374464286282
130,0.08625256296952943
131,0.02620489208489546
132,0.028727137300994514
133,0.018240319916963527
134,0.028939544443207645
135,0.008561610936811704
136,0.00830688536397138
137,0.5434369102954612
138,0.003245592512677175
139,0.022418494523309802
140,0.019602475365721576
141,0.0006573128727171369
142,0.0021727911385207204
143,0.003181678572945577
144,0.19841757280942596
145,0.0001869879390406911
146,0.01129780072752718
147,0.038171216336055615
148,0.021137077299782786
149,0.06109645321332933
150,0.009715692480087764
151,0.023238288415060645
152,0.05005033933475244
153,0.0021673386211943967
154,0.21585095685985767
155,0.011168052175106335
156,0.0063506356828039396
157,0.02571552058874534
158,0.011243839660995961
159,0.01906885216949368
160,0.042032202180131276
161,0.45642775983018424
162,0.005144316301160024
163,0.013975857098092171
164,0.03266644005752901
165,0.013126578071257668
166,0.014866715882550141
167,0.0894382487748277
168,0.024577808604050847
169,0.006906113958719587
170,0.005068295418792245
171,0.02914615346848616
172,0.016306701246712643
173,0.025998187145497967
174,0.0014485262579171617
175,0.09532606926381068
176,0.005698305611352219
177,0.028170141193962932
178,0.06567136868845505
179,0.010668029925742221
180,0.0033618924094761644
181,0.007857036105235353
182,0.0008823338949754255
183,0.04371151969369099
184,0.007788950376805131
185,0.0009593033870589135
186,0.023913251288058716
187,0.025271542048453777
188,0.021028679946733384
189,0.014915520239187845
190,0.00821477221895788
191,0.1531165567389321
192,0.041672101126882466
193,0.17916349900361508
194,0.029840162690825005
195,0.0202792246494049
196,0.3201756436460156
197,0.001924326291031894
198,0.01996061239682215
199,0.01663575800694736
200,8.655638856994831e-05
201,0.004346155478652142
202,0.02309361478232299
203,0.0017396618494733623
204,0.0009138896632540378
205,0.001182224610316278
206,0.009189393144374286
207,0.004469633515203552
208,0.013484029208202037
209,0.034378454711770916
210,0.006944063021556682
211,0.01839451319544337
212,0.004827260833961823
213,0.00514985652861142
214,0.016966471539521584
215,0.0035567145127891153
216,0.00058109697869922
217,0.007925901979283938
218,0.020083283179628354
219,0.000750203721470094
220,0.003681007427479077
221,0.016953905737249926
222,0.1008488368104357
223,0.003324471335507356
224,0.009119171664314429
225,0.004262679504198747
226,0.01768436086756246
227,0.006743700451536802
228,0.07068688033970515
229,0.07837174957514895
230,0.041991364617014894
231,0.06713115141815357
232,0.0027815279871636436
233,0.004387992831929705
234,0.01192272161645308
235,0.016502794280906723
236,0.056934114020862715
237,0.0033951517775944857
238,0.01871108567287229
239,0.006686454666735958
240,0.01730637775700978
241,0.002993367717779308
242,0.010117025532685273
243,0.0027493411205220205
244,0.000986091417634346
245,0.0006901897654145666
246,0.01598081440626396
247,0.0008756876630289164
248,0.03323131462804486
249,0.00614254485798118
250,0.036310727444571145
251,0.0026912869504182976
252,0.018266480963420404
253,0.07371368020851084
254,0.028264147363853846
255,0.0163591998499496
256,0.0006434719272037821
257,0.013743136407961699
258,0.013063250495590156
259,0.04131830589135511
260,0.021336598490283458
261,0.009045746018733059
262,0.028523973848547265
263,0.007521270054459058
264,0.0067942568456041165
265,0.00036348867321690033
266,0.008024853931305831
267,0.011257405141401397
268,0.009707468655873682
269,0.0028508653732220598
270,0.0017296448718572908
271,0.004850498115460288
272,0.004739320100192988
273,0.0038779681111712825
274,0.0036869707840611857
275,0.005870462656905263
276,0.03183821966144731
277,0.014501043969168768
278,0.02307783897291166
279,0.08546409149685055
280,0.012911529337191351
281,0.004207310833114868
282,0.0012855758696011454
283,0.06714428030277499
284,0.02828465875780589
285,0.029812658095685347
286,0.005157125099979963
287,0.08460917924370279
288,0.03589763203234266
289,0.01488309313758749
290,0.001487631905843444
291,0.0021368127688101185
292,0.001925990192556382
293,0.00808873088200492
294,0.009069262839957919
295,0.011262269022406042
296,0.0035620255049855862
297,0.03093833481868413
298,0.011187203492535347
299,0.007630101996031461
300,0.06474941432225816
301,0.00038515882318697114
302,0.07411041288611758
303,0.11267688799275784
304,0.004429154885518486
305,0.016283381747412062
306,0.00032399560718562723
307,0.004280453241815545
308,0.0062306969539188805
309,0.034209176854393286
310,0.04121263288329091
311,0.014853207690853512
312,0.1819031172848905
313,0.024713152404600498
314,0.0059775564279704605
315,0.0006666348725024036
316,0.004808258465742904
317,0.0025470252862104118
318,0.01402362481705593
319,0.013390455686548303
320,0.004367485170554318
321,0.0033702841706930945
322,0.0415725826204145
323,0.0391159058210102
324,0.006645458380759557
325,0.003307485893297391
326,0.016099053488053537
327,0.00742700451038872
328,0.004965986343528655
329,0.004779586617924386
330,0.014494335612897948
331,0.21066325795780896
332,0.01249604248641277
333,0.018069155049052144
334,0.00871774917490842
335,0.07594106812958944
336,0.03314143015618307
337,0.0006949845886274
338,0.00222420213038787
339,0.03259145618110366
340,0.026755723336888488
341,0.010963281030102145
342,0.0008700883004846206
343,0.12704825767445674
344,0.011526286284966504
345,0.11727844201027512
346,0.03583883640581055
347,0.012549129212682981
348,0.02750650507489087
349,0.00501950496237234
350,0.002438960819703219
351,0.011192310041014657
352,0.005816636285147973
353,0.03142108311480098
354,0.623960979849627
355,0.0037332112262496026
356,0.0012945558495635696
357,0.005619648089486421
358,0.008956666214681303
359,0.0022769188851589437
360,0.0037996605489072103
361,0.028381366770734665
362,0.005465664139936722
363,0.000113546184564443
364,0.31534020656552064
365,0.04205164835466226
366,0.07580385808995324
367,0.001029821892759717
368,0.004239266064309852
369,0.0011545680829898651
370,0.01507917477338683
371,0.02137711568476035
372,0.012952965530939853
373,0.001444800477931403
374,0.045862889011466776
375,0.0012841404512063874
376,0.007124956556097879
377,0.0025927252617126383
378,0.0036179167977937678
379,0.00481952732596436
380,0.004484061021738571
381,0.026687149502990528
382,0.006075065241140889
383,0.0056595001194972225
384,0.029336274487698162
385,0.024149942848192378
386,0.0036843176206310707
387,0.004336322830723672
388,0.01202263933301336
389,0.05373086143097015
390,0.02056705493673494
391,0.006244034196242966
392,0.04259055369782645
393,0.011718436033387607
394,0.060173923494851025
395,0.03713848123656848
396,0.009218815239542046
397,0.01845086790952305
398,0.07198756791293284
399,0.06889662896504363
400,0.009075773288373253
401,0.010146031753314596
402,0.012059108701780286
403,0.009379771371110717
404,0.014221009646098614
405,0.0064279346177285104
406,0.016863870641984437
407,0.006922684991263032
408,0.0003918007119703949
409,0.03221747354577342
410,0.007682743965224147
411,0.016593034348309468
412,0.000782837638204187
413,0.0357757531559886
414,0.042389828725132805
415,0.000570146990381922
416,0.004730730346267828
417,0.004539953495589602
418,0.06518049587498563
419,0.006281948691794981
420,0.1013193325155988
421,0.003043519331025901
422,0.018114173329845353
423,0.004081708590377482
424,0.005970080277523958
425,0.0008093117402477717
426,0.0029570112102858307
427,0.0008353875956744091
428,0.012243314547331399
429,0.04144075742502705
430,0.03608262827522277
431,0.27167448078434414
432,0.006545298806226897
433,0.01163909991183076
434,0.0013891330798907636
435,0.029398085557842752
436,0.015885446053615394
437,0.018409801040343874
438,0.017546433747433192
439,0.0028971552500277544
440,0.0021084568257680623
441,0.002834211983546284
442,0.005478844916308843
443,0.004054556583067875
444,0.0043995383964311454
445,0.04419293733367525
446,0.0021473498972609502
447,0.0016560049288123371
448,0.0074049965571801905
449,0.010385481599540254
450,0.0021703264663472726
451,0.004520431224741459
452,0.08377615343172737
453,0.0023070351398538865
454,0.0038934367110281007
455,0.019165260173412284
456,0.000845863114150508
457,0.005757092927258249
458,0.00651076269436899
459,0.006363186061592037
460,0.00524421300348301
461,0.024587651294521957
462,0.0004739617059208571
463,0.007119537745137248
464,0.006748393295643019
465,0.0010355070225376334
466,0.03665744432958313
467,0.04250633209715482
468,0.010441407190788593
469,0.015618630458131971
470,0.007950575393867124
471,0.026410328434426047
472,0.007850939636932343
473,0.006461013671970713
474,0.14431308043584945
475,0.011506075365021287
476,0.0015569819332667233
